Accession	Organism	Kingdom	Length	Transmembrane_Helix
Q15125	Homo sapiens	Metazoa	230	True
Q96P16	Homo sapiens	Metazoa	312	False
O14246	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	508	False
Q9SL92	Arabidopsis thaliana	Plants	367	False
Q84VZ1	Arabidopsis thaliana	Plants	245	False
M0R3Q7	Rattus norvegicus	Metazoa	905	False
Q9UQ35	Homo sapiens	Metazoa	2752	False
Q96GE9	Homo sapiens	Metazoa	116	True
Q9UPW6	Homo sapiens	Metazoa	733	False
Q06706	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1349	False
Q63HR2	Homo sapiens	Metazoa	1409	False
Q9NZM1	Homo sapiens	Metazoa	2061	False
Q9NZM4	Homo sapiens	Metazoa	1560	False
P56383	Mus musculus	Metazoa	146	True
P78965	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	464	False
Q9FM19	Arabidopsis thaliana	Plants	286	False
P94077	Arabidopsis thaliana	Plants	189	False
Q9DAM1	Mus musculus	Metazoa	415	False
Q9D7K5	Mus musculus	Metazoa	258	False
P47045	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	478	True
P40547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	921	False
O14867	Homo sapiens	Metazoa	736	False
Q6PDY0	Mus musculus	Metazoa	202	False
Q3U9N9	Mus musculus	Metazoa	512	False
P46951	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	817	False
P32841	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	428	False
Q13492	Homo sapiens	Metazoa	652	False
Q9HDZ3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	182	False
Q9P1Z0	Homo sapiens	Metazoa	1013	False
O95704	Homo sapiens	Metazoa	486	False
Q9JJL0	Mus musculus	Metazoa	238	False
Q01892	Homo sapiens	Metazoa	262	False
P40156	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	214	False
Q5A287	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	805	False
Q8LAP6	Arabidopsis thaliana	Plants	409	False
Q9FNE9	Arabidopsis thaliana	Plants	349	False
O13826	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	254	False
Q92341	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	630	True
P50106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137	False
Q9BXC9	Homo sapiens	Metazoa	721	False
Q16206	Homo sapiens	Metazoa	610	False
O60239	Homo sapiens	Metazoa	455	False
Q6A028	Mus musculus	Metazoa	585	False
P47821	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323	False
Q6UFS5	Danio rerio	Metazoa	563	False
J9VT33	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	1048	False
Q2THW7	Rattus norvegicus	Metazoa	715	True
Q61127	Mus musculus	Metazoa	525	False
Q14019	Homo sapiens	Metazoa	142	False
Q18237	Caenorhabditis elegans	Metazoa	1076	False
Q9N425	Caenorhabditis elegans	Metazoa	501	False
Q04728	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441	False
P52656	Drosophila melanogaster	Metazoa	106	False
Q94K73	Arabidopsis thaliana	Plants	429	False
Q12753	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	694	False
Q96RK1	Homo sapiens	Metazoa	184	False
Q10271	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	321	False
Q02959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	697	False
Q8BVN9	Mus musculus	Metazoa	434	False
Q9NSG2	Homo sapiens	Metazoa	853	False
P39946	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	494	False
P51636	Homo sapiens	Metazoa	162	False
P12954	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1174	False
Q4ADV7	Homo sapiens	Metazoa	1423	False
Q9VHJ6	Drosophila melanogaster	Metazoa	592	False
O95926	Homo sapiens	Metazoa	243	False
Q9CQP8	Mus musculus	Metazoa	194	False
P21549	Homo sapiens	Metazoa	392	False
P53886	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1748	False
Q96BI1	Homo sapiens	Metazoa	424	True
Q8TAM2	Homo sapiens	Metazoa	541	False
P83214	Octopus vulgaris	Metazoa	56	False
O13988	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	555	False
Q54SM3	Dictyostelium discoideum	Other	179	False
Q8LDU1	Arabidopsis thaliana	Plants	321	False
Q5YDB5	Arabidopsis thaliana	Plants	770	False
Q0ZCJ7	Mus musculus	Metazoa	421	False
P18911	Mus musculus	Metazoa	458	False
P51808	Homo sapiens	Metazoa	116	False
Q10109	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	688	False
Q07458	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	294	False
Q6NKS4	Arabidopsis thaliana	Plants	258	False
Q9LJG6	Arabidopsis thaliana	Plants	193	False
P12383	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1068	False
Q9UTR8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	712	False
Q9LZA6	Arabidopsis thaliana	Plants	825	False
C9JLW8	Homo sapiens	Metazoa	97	False
Q8VEH6	Mus musculus	Metazoa	393	False
Q60838	Mus musculus	Metazoa	736	False
Q10167	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	73	False
Q9FXD6	Arabidopsis thaliana	Plants	521	False
Q6PJP8	Homo sapiens	Metazoa	1040	False
Q9LTB0	Arabidopsis thaliana	Plants	752	False
P09108	Tetronarce californica	Metazoa	412	False
Q09728	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	411	False
Q03429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123	False
P35731	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	278	False
Q0GGX2	Mus musculus	Metazoa	1363	False
Q9R0N6	Mus musculus	Metazoa	395	False
Q68G58	Mus musculus	Metazoa	516	False
Q54TN2	Dictyostelium discoideum	Other	580	False
Q9FN48	Arabidopsis thaliana	Plants	387	False
Q03760	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	334	False
Q1ENB6	Arabidopsis thaliana	Plants	484	False
Q8TBZ0	Homo sapiens	Metazoa	833	False
A0A161CFW5	Trypanosoma brucei brucei	Other	305	False
P09547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1314	False
Q12139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1133	False
Q12830	Homo sapiens	Metazoa	3046	False
Q9H0C3	Homo sapiens	Metazoa	514	True
O62471	Caenorhabditis elegans	Metazoa	1592	False
B9FDE0	Oryza sativa subsp. japonica	Plants	494	False
P06813	Oryctolagus cuniculus	Metazoa	266	False
Q700C7	Arabidopsis thaliana	Plants	364	False
P08970	Drosophila melanogaster	Metazoa	941	False
Q15004	Homo sapiens	Metazoa	111	False
P09596	Spinacia oleracea	Plants	121	False
Q8NDZ2	Homo sapiens	Metazoa	872	False
Q8GUL2	Arabidopsis thaliana	Plants	958	False
Q8BIW9	Mus musculus	Metazoa	969	False
A1L188	Homo sapiens	Metazoa	74	False
P62908	Mus musculus	Metazoa	243	False
O14318	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	295	False
Q8L8M9	Arabidopsis thaliana	Plants	442	False
Q9SZR3	Arabidopsis thaliana	Plants	1017	False
Q12768	Homo sapiens	Metazoa	1159	False
G1UH28	Punica granatum	Plants	299	False
Q9USL4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	549	False
G5EGB2	Caenorhabditis elegans	Metazoa	459	False
Q945P0	Nicotiana tabacum	Plants	209	False
P32347	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	362	False
Q9CX60	Mus musculus	Metazoa	105	False
Q15714	Homo sapiens	Metazoa	1073	False
Q08902	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	515	True
Q6NZ36	Homo sapiens	Metazoa	180	False
Q03455	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	724	True
Q84VQ4	Arabidopsis thaliana	Plants	218	False
Q92759	Homo sapiens	Metazoa	462	False
Q3E7C1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	72	False
O54942	Mus musculus	Metazoa	218	True
Q02685	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	241	False
P40847	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	254	False
Q3TYA6	Mus musculus	Metazoa	858	False
Q60817	Mus musculus	Metazoa	215	False
Q22812	Caenorhabditis elegans	Metazoa	399	False
O44548	Caenorhabditis elegans	Metazoa	877	False
Q6P2E9	Homo sapiens	Metazoa	1401	False
P24311	Homo sapiens	Metazoa	80	True
Q9UBQ5	Homo sapiens	Metazoa	218	False
Q7Z7K0	Homo sapiens	Metazoa	106	False
Q9I9B9	Torpedo marmorata	Metazoa	646	True
P38749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	330	False
Q15751	Homo sapiens	Metazoa	4861	False
Q9BW72	Homo sapiens	Metazoa	106	True
P07246	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	375	False
Q93442	Caenorhabditis elegans	Metazoa	2862	False
P92949	Arabidopsis thaliana	Plants	725	True
Q80XL6	Mus musculus	Metazoa	779	False
Q9S758	Arabidopsis thaliana	Plants	181	False
Q35914	Sus scrofa	Metazoa	67	True
P05375	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	206	True
P53568	Mus musculus	Metazoa	150	False
Q65XX7	Caenorhabditis elegans	Metazoa	262	False
Q8N3J3	Homo sapiens	Metazoa	647	False
O35473	Mus musculus	Metazoa	141	False
Q53GL7	Homo sapiens	Metazoa	1025	False
O43070	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	613	False
O81852	Arabidopsis thaliana	Plants	916	False
Q8S9K3	Arabidopsis thaliana	Plants	758	False
Q9P7S7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	508	False
Q9V444	Drosophila melanogaster	Metazoa	128	False
Q12283	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360	False
Q8GZR2	Euglena gracilis	Other	496	False
Q9P000	Homo sapiens	Metazoa	198	False
Q80VY9	Mus musculus	Metazoa	698	False
Q5DTT2	Mus musculus	Metazoa	1024	False
Q8WUU5	Homo sapiens	Metazoa	269	False
Q6LA54	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	933	False
Q05024	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	226	False
Q12181	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	623	False
Q8GUT5	Arabidopsis thaliana	Plants	288	False
Q12102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	859	False
P38360	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1216	False
P32526	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	644	False
Q681Z2	Arabidopsis thaliana	Plants	203	False
Q8CJ67	Mus musculus	Metazoa	570	False
Q17TI5	Arabidopsis thaliana	Plants	344	False
Q6GPH4	Homo sapiens	Metazoa	301	False
Q9BSV6	Homo sapiens	Metazoa	310	False
Q587E3	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	735	False
Q9LG26	Arabidopsis thaliana	Plants	689	False
Q04052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	950	False
Q9VRV7	Drosophila melanogaster	Metazoa	121	False
P11020	Scyliorhinus canicula	Metazoa	80	False
Q60674	Mus musculus	Metazoa	576	False
Q9JJD0	Mus musculus	Metazoa	305	False
P82913	Bos taurus	Metazoa	256	False
Q80WB5	Mus musculus	Metazoa	209	False
Q8K2T8	Mus musculus	Metazoa	535	False
O14279	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	154	False
Q9BYI3	Homo sapiens	Metazoa	521	False
A0A075TXZ1	Penicillium expansum	Fungi	324	False
P31376	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	625	False
Q9UT03	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	677	False
P40060	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125	False
Q9CPQ8	Mus musculus	Metazoa	103	False
O35253	Mus musculus	Metazoa	426	False
P53921	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	115	False
Q15436	Homo sapiens	Metazoa	765	False
P0C6T3	Rattus norvegicus	Metazoa	269	False
P86924	Trypanosoma brucei brucei	Other	416	False
Q9N589	Caenorhabditis elegans	Metazoa	588	False
Q7JWP6	Drosophila melanogaster	Metazoa	221	False
G5EF48	Caenorhabditis elegans	Metazoa	350	True
Q06810	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360	False
P09211	Homo sapiens	Metazoa	210	False
P23804	Mus musculus	Metazoa	489	False
P10662	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	321	False
Q9SI37	Arabidopsis thaliana	Plants	487	False
Q96I59	Homo sapiens	Metazoa	477	False
Q96PY6	Homo sapiens	Metazoa	1258	False
P32451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	375	False
O15068	Homo sapiens	Metazoa	1137	False
P40625	Tetrahymena pyriformis	Other	99	False
Q9GZY4	Homo sapiens	Metazoa	146	True
Q9WTW1	Rattus norvegicus	Metazoa	1043	False
Q9CPY0	Mus musculus	Metazoa	246	False
Q80Z37	Mus musculus	Metazoa	1033	False
O13859	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	285	False
Q9FG13	Arabidopsis thaliana	Plants	329	False
P04637	Homo sapiens	Metazoa	393	False
Q9LUI3	Arabidopsis thaliana	Plants	695	False
Q4WIN1	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	988	False
Q9ZQZ6	Arabidopsis thaliana	Plants	263	False
Q9XH32	Spinacia oleracea	Plants	222	False
F4KBW6	Arabidopsis thaliana	Plants	1838	False
Q9SSW0	Arabidopsis thaliana	Plants	193	False
P81900	Drosophila melanogaster	Metazoa	377	False
O14216	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	337	False
Q03220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320	False
Q9TY84	Crithidia fasciculata	Other	130	False
Q9Y5B0	Homo sapiens	Metazoa	961	False
Q9QYJ6	Rattus norvegicus	Metazoa	794	False
Q9GTP4	Crithidia fasciculata	Other	502	True
Q05930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	598	False
Q4KMP7	Homo sapiens	Metazoa	808	False
P33417	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	597	False
Q8VYJ1	Arabidopsis thaliana	Plants	560	True
Q07914	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	168	True
P38208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	False
Q9H7E2	Homo sapiens	Metazoa	651	False
Q96EQ9	Mus musculus	Metazoa	843	False
Q8VY21	Arabidopsis thaliana	Plants	406	False
Q9NEZ5	Caenorhabditis elegans	Metazoa	350	False
Q91VJ5	Mus musculus	Metazoa	263	False
Q14669	Homo sapiens	Metazoa	1992	False
G5EC32	Caenorhabditis elegans	Metazoa	1005	False
Q9BZJ7	Homo sapiens	Metazoa	368	False
Q8WXG6	Homo sapiens	Metazoa	1647	False
Q9Y803	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	127	False
O82628	Arabidopsis thaliana	Plants	110	False
P21375	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	501	False
Q8C9E8	Mus musculus	Metazoa	313	False
Q06525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	465	False
Q9HFR0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	437	False
P42925	Mus musculus	Metazoa	194	True
A0A509AKT6	Plasmodium berghei (strain Anka)	Other	455	True
Q9H0E9	Homo sapiens	Metazoa	1235	False
Q9FFJ8	Arabidopsis thaliana	Plants	449	False
Q9CWR7	Mus musculus	Metazoa	339	True
Q3T0J3	Bos taurus	Metazoa	251	False
O61660	Caenorhabditis elegans	Metazoa	759	False
Q10154	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	240	False
Q7Z2T5	Homo sapiens	Metazoa	733	False
P52739	Homo sapiens	Metazoa	623	False
Q92619	Homo sapiens	Metazoa	1136	False
P36631	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468	False
Q9HB07	Homo sapiens	Metazoa	376	False
P03925	Mus musculus	Metazoa	172	True
Q96AG3	Homo sapiens	Metazoa	418	False
Q9C685	Arabidopsis thaliana	Plants	211	False
P38989	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1170	False
Q9JKF1	Mus musculus	Metazoa	1657	False
Q9CQ86	Mus musculus	Metazoa	115	False
A2AKK5	Mus musculus	Metazoa	416	False
O42848	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	197	False
Q8CD15	Mus musculus	Metazoa	465	False
Q8K3Y6	Rattus norvegicus	Metazoa	776	False
Q96ST8	Homo sapiens	Metazoa	783	False
Q9WVE0	Mus musculus	Metazoa	198	False
Q12874	Homo sapiens	Metazoa	501	False
Q8NBT2	Homo sapiens	Metazoa	197	False
Q21446	Caenorhabditis elegans	Metazoa	539	False
P63036	Rattus norvegicus	Metazoa	397	False
Q06213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157	False
Q99MQ3	Mus musculus	Metazoa	580	False
Q8GXN9	Arabidopsis thaliana	Plants	930	False
P32493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	518	False
E7F568	Danio rerio	Metazoa	1343	False
Q8WZK3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	138	False
G5EEQ5	Caenorhabditis elegans	Metazoa	367	False
O43765	Homo sapiens	Metazoa	313	False
P34122	Dictyostelium discoideum	Other	287	False
P53769	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	259	False
Q66L44	Mus musculus	Metazoa	698	False
P36012	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	229	False
Q9FLL1	Arabidopsis thaliana	Plants	602	False
Q8W4B1	Arabidopsis thaliana	Plants	652	False
O22130	Arabidopsis thaliana	Plants	317	False
O35394	Rattus norvegicus	Metazoa	185	True
Q9BY12	Homo sapiens	Metazoa	1400	False
Q9VSA3	Drosophila melanogaster	Metazoa	419	False
Q9LZD0	Arabidopsis thaliana	Plants	599	False
P53895	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	289	False
P42900	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	643	False
F4HS99	Arabidopsis thaliana	Plants	1797	False
P30551	Rattus norvegicus	Metazoa	444	False
Q96RQ3	Homo sapiens	Metazoa	725	False
P14291	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	827	False
F4JMV6	Arabidopsis thaliana	Plants	399	False
Q7ZT82	Danio rerio	Metazoa	382	False
Q8L5Z4	Arabidopsis thaliana	Plants	584	False
Q9UTG8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	94	False
Q9QZN9	Rattus norvegicus	Metazoa	360	False
Q8WSR2	Ascaris suum	Metazoa	141	True
Q9WV02	Mus musculus	Metazoa	391	False
Q9BUI4	Homo sapiens	Metazoa	534	False
Q9BYD2	Homo sapiens	Metazoa	267	False
A2VEY9	Drosophila melanogaster	Metazoa	693	True
B9TSP7	Arabidopsis thaliana	Plants	548	False
Q14642	Homo sapiens	Metazoa	412	False
Q9BSH4	Homo sapiens	Metazoa	297	False
Q6K271	Oryza sativa subsp. japonica	Plants	738	False
Q14657	Homo sapiens	Metazoa	143	False
Q9UT18	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	591	False
Q13156	Homo sapiens	Metazoa	261	False
Q8NFZ0	Homo sapiens	Metazoa	1043	False
Q5BLX8	Rattus norvegicus	Metazoa	315	False
Q20977	Caenorhabditis elegans	Metazoa	567	False
E9PVX6	Mus musculus	Metazoa	3177	False
Q07508	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	261	False
Q03071	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	99	False
Q62318	Mus musculus	Metazoa	834	False
Q8N726	Homo sapiens	Metazoa	132	False
O14350	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	181	False
Q9W123	Drosophila melanogaster	Metazoa	495	False
O14311	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	307	False
Q9VC45	Drosophila melanogaster	Metazoa	1954	False
Q9ESJ1	Mus musculus	Metazoa	568	False
Q9CPZ1	Mus musculus	Metazoa	294	False
Q8VWF1	Arabidopsis thaliana	Plants	368	False
O95433	Homo sapiens	Metazoa	338	False
Q9C0C9	Homo sapiens	Metazoa	1292	False
Q9NPJ1	Homo sapiens	Metazoa	570	False
Q9ZVL6	Arabidopsis thaliana	Plants	285	False
Q8JFQ4	Gallus gallus	Metazoa	277	False
Q6GQQ9	Homo sapiens	Metazoa	843	False
O20030	Chlamydomonas reinhardtii	Plants	197	True
Q63707	Rattus norvegicus	Metazoa	395	True
Q7SGU0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	376	False
P82094	Homo sapiens	Metazoa	1093	False
P10824	Rattus norvegicus	Metazoa	354	False
P38237	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	781	False
P38075	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	228	False
Q94BN0	Arabidopsis thaliana	Plants	364	False
P97411	Mus musculus	Metazoa	478	False
Q6NVG5	Mus musculus	Metazoa	214	False
Q06497	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	328	False
Q497V6	Mus musculus	Metazoa	772	False
Q61827	Mus musculus	Metazoa	156	False
Q9W4S7	Drosophila melanogaster	Metazoa	717	False
P04040	Homo sapiens	Metazoa	527	False
O22832	Arabidopsis thaliana	Plants	401	False
Q01664	Homo sapiens	Metazoa	338	False
Q9UI30	Homo sapiens	Metazoa	125	False
Q8BWM0	Mus musculus	Metazoa	384	True
Q3UK10	Mus musculus	Metazoa	175	False
Q9Y6X9	Homo sapiens	Metazoa	1032	False
O14015	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	150	False
Q8TD31	Homo sapiens	Metazoa	782	False
Q6IR42	Mus musculus	Metazoa	630	False
P39988	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	312	False
A1XBS5	Homo sapiens	Metazoa	289	False
O95847	Homo sapiens	Metazoa	323	False
Q9ESK9	Mus musculus	Metazoa	1588	False
Q9U1S7	Caenorhabditis elegans	Metazoa	716	True
Q02969	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394	False
P46783	Homo sapiens	Metazoa	165	False
Q949Q5	Arabidopsis thaliana	Plants	140	False
P33751	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	242	False
P19476	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	233	False
Q9I7K6	Drosophila melanogaster	Metazoa	492	False
Q9P804	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	548	False
C7AJA4	Trypanosoma brucei brucei	Other	406	False
Q8K1Z0	Mus musculus	Metazoa	313	False
Q9W6G7	Xenopus laevis	Metazoa	463	False
A1Z6S7	Drosophila melanogaster	Metazoa	635	False
P25638	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111	False
Q09685	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	411	False
P06843	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	333	False
Q59RL7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	853	False
P54113	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	591	False
Q9Z0S4	Mus musculus	Metazoa	211	True
O13699	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	430	False
Q9EQ28	Mus musculus	Metazoa	462	False
Q1MTN9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	544	False
Q708Y0	Arabidopsis thaliana	Plants	623	False
Q5XIE6	Rattus norvegicus	Metazoa	385	False
Q6DRC5	Danio rerio	Metazoa	1014	False
Q9NXZ1	Homo sapiens	Metazoa	904	False
Q9GZT3	Homo sapiens	Metazoa	109	False
Q08553	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188	False
Q06116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2489	True
Q9D995	Mus musculus	Metazoa	334	False
Q08622	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	556	False
P17214	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	699	False
Q8H1D3	Arabidopsis thaliana	Plants	571	False
Q9C7G6	Arabidopsis thaliana	Plants	256	False
Q3USZ2	Mus musculus	Metazoa	394	False
Q15424	Homo sapiens	Metazoa	915	False
Q99J39	Mus musculus	Metazoa	492	False
P50077	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2039	False
P10964	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1664	False
Q5VWZ2	Homo sapiens	Metazoa	237	False
Q8WXF8	Homo sapiens	Metazoa	326	False
F1QN48	Danio rerio	Metazoa	379	False
Q4VC33	Mus musculus	Metazoa	396	False
Q06505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	410	False
Q15697	Homo sapiens	Metazoa	407	False
O95359	Homo sapiens	Metazoa	2948	False
Q12788	Homo sapiens	Metazoa	808	False
O49290	Arabidopsis thaliana	Plants	339	False
Q08444	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	459	False
Q9BT23	Homo sapiens	Metazoa	127	False
P53260	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183	False
P45974	Homo sapiens	Metazoa	858	False
O48716	Arabidopsis thaliana	Plants	465	False
P05030	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	918	False
Q8GSI0	Oryza sativa subsp. japonica	Plants	179	False
P38557	Arabidopsis thaliana	Plants	474	False
P53259	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346	False
Q8VEK3	Mus musculus	Metazoa	800	False
Q9MA15	Arabidopsis thaliana	Plants	711	False
P46062	Mus musculus	Metazoa	1037	False
P23249	Mus musculus	Metazoa	1004	False
Q9ZT96	Arabidopsis thaliana	Plants	541	False
P50874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	479	False
Q9VXG1	Drosophila melanogaster	Metazoa	1959	False
D4A1X2	Rattus norvegicus	Metazoa	885	False
D3YXJ0	Mus musculus	Metazoa	1211	False
Q940M2	Arabidopsis thaliana	Plants	476	False
Q9SZI2	Arabidopsis thaliana	Plants	372	False
Q9LR91	Arabidopsis thaliana	Plants	319	False
Q9ES53	Rattus norvegicus	Metazoa	307	False
Q9UU96	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	736	False
Q8C9B9	Mus musculus	Metazoa	2256	False
