Accession	Organism	Kingdom	Length	Transmembrane_Helix
Q9W6V6	Gallus gallus	Metazoa	2705	False
Q9ER31	Rattus norvegicus	Metazoa	455	False
E5KBU3	Pinus taeda	Plants	354	False
Q7RX40	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	158	False
Q00816	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1014	False
Q924L1	Mus musculus	Metazoa	360	False
Q02825	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467	False
P40037	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	129	False
Q08702	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	217	False
P07663	Drosophila melanogaster	Metazoa	1224	False
Q10214	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	131	False
Q9R1M5	Mus musculus	Metazoa	1163	False
P0CY15	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	42	False
Q9NRN9	Homo sapiens	Metazoa	209	False
Q3TH73	Mus musculus	Metazoa	532	False
O60934	Homo sapiens	Metazoa	754	False
P51960	Mus musculus	Metazoa	751	False
Q9CQF3	Mus musculus	Metazoa	227	False
O77475	Drosophila melanogaster	Metazoa	392	True
Q96JX3	Homo sapiens	Metazoa	654	True
Q9EPL8	Mus musculus	Metazoa	1038	False
Q96CU9	Homo sapiens	Metazoa	486	True
Q6PII3	Homo sapiens	Metazoa	467	False
Q9C7A2	Arabidopsis thaliana	Plants	590	False
Q8RXD9	Arabidopsis thaliana	Plants	955	False
G5EGP4	Caenorhabditis elegans	Metazoa	865	False
Q10L01	Oryza sativa subsp. japonica	Plants	382	True
Q92317	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146	False
Q96EB1	Homo sapiens	Metazoa	424	False
Q6DN90	Homo sapiens	Metazoa	963	False
Q12509	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	438	False
P84086	Mus musculus	Metazoa	134	False
Q05958	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	814	False
P40460	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	691	False
Q06707	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	132	False
Q9P7S7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	508	False
Q8VC49	Mus musculus	Metazoa	283	False
P13164	Homo sapiens	Metazoa	125	True
O43808	Homo sapiens	Metazoa	307	False
P21359	Homo sapiens	Metazoa	2839	False
Q86UQ0	Homo sapiens	Metazoa	364	False
O46411	Bos taurus	Metazoa	560	False
Q9CZW6	Mus musculus	Metazoa	359	False
D6VTK4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	431	False
Q8IXM6	Homo sapiens	Metazoa	262	True
Q9Y7U7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	878	False
P16458	Sterkiella nova	Other	385	False
A1YKT1	Arabidopsis thaliana	Plants	433	False
Q03429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123	False
O74563	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	680	False
Q9R237	Rattus norvegicus	Metazoa	708	False
Q9Y2S7	Homo sapiens	Metazoa	368	False
A6QPQ5	Bos taurus	Metazoa	325	False
Q9C5Q8	Arabidopsis thaliana	Plants	942	False
P82244	Spinacia oleracea	Plants	152	False
Q9BXL5	Homo sapiens	Metazoa	484	False
Q94JZ8	Arabidopsis thaliana	Plants	468	False
P04040	Homo sapiens	Metazoa	527	False
P04553	Homo sapiens	Metazoa	51	False
Q9SU25	Arabidopsis thaliana	Plants	649	False
Q09884	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1374	False
Q12167	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365	False
Q07307	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	574	True
Q6P5E8	Mus musculus	Metazoa	934	False
O95817	Homo sapiens	Metazoa	575	False
Q96BY2	Homo sapiens	Metazoa	351	False
Q93VM9	Arabidopsis thaliana	Plants	599	False
Q86MD3	Caenorhabditis elegans	Metazoa	509	False
Q5VWQ8	Homo sapiens	Metazoa	1189	False
Q16206	Homo sapiens	Metazoa	610	False
Q61818	Mus musculus	Metazoa	1889	False
P38882	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	575	False
Q8IUR7	Homo sapiens	Metazoa	673	False
Q7TN79	Mus musculus	Metazoa	314	False
P12904	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	322	False
Q9XWL9	Caenorhabditis elegans	Metazoa	895	False
P22071	Rattus norvegicus	Metazoa	373	False
Q63768	Rattus norvegicus	Metazoa	304	False
O95721	Homo sapiens	Metazoa	258	False
Q3T9M1	Mus musculus	Metazoa	494	False
Q9T0A4	Arabidopsis thaliana	Plants	250	False
Q6C354	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	520	False
Q6VVB1	Homo sapiens	Metazoa	395	False
Q91Z31	Mus musculus	Metazoa	531	False
O74511	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	838	False
Q9NW75	Homo sapiens	Metazoa	528	False
P17505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	334	False
Q8INR6	Drosophila melanogaster	Metazoa	1848	False
Q05779	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	260	False
Q14978	Homo sapiens	Metazoa	699	False
O94358	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	845	False
P41133	Mus musculus	Metazoa	119	False
V5IQE0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	202	False
P39705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	539	False
Q09146	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	399	False
Q8K4J6	Mus musculus	Metazoa	964	False
Q06032	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	482	False
Q9GZM5	Homo sapiens	Metazoa	350	False
Q09725	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1587	False
Q9Z0X1	Mus musculus	Metazoa	612	False
Q8N8Q8	Homo sapiens	Metazoa	333	False
Q7TS55	Mus musculus	Metazoa	173	False
Q9C5U1	Arabidopsis thaliana	Plants	1036	True
O94704	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	168	False
Q6IUP1	Mus musculus	Metazoa	357	False
P50875	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	604	False
P18847	Homo sapiens	Metazoa	181	False
Q6ZPR5	Mus musculus	Metazoa	823	False
Q06116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2489	True
O96006	Homo sapiens	Metazoa	694	False
Q8VE70	Mus musculus	Metazoa	212	False
Q9D494	Mus musculus	Metazoa	218	False
Q9SZI2	Arabidopsis thaliana	Plants	372	False
Q9M394	Arabidopsis thaliana	Plants	471	False
Q9P6R0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	492	False
O60053	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	440	False
Q9R269	Mus musculus	Metazoa	1755	False
Q6IPR1	Homo sapiens	Metazoa	90	False
P29084	Homo sapiens	Metazoa	291	False
Q80T79	Mus musculus	Metazoa	3707	True
Q8IEG9	Plasmodium falciparum (isolate 3D7)	Other	408	False
O74971	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	261	False
Q75WU1	Oryza sativa subsp. japonica	Plants	93	False
Q9S745	Arabidopsis thaliana	Plants	541	False
O74388	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	301	False
Q05979	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	453	False
O94679	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1158	False
A0A120KVR5	Trypanosoma brucei brucei	Other	1642	False
A2AMM0	Mus musculus	Metazoa	362	False
Q8CGB3	Mus musculus	Metazoa	1411	False
Q15029	Homo sapiens	Metazoa	972	False
P24522	Homo sapiens	Metazoa	165	False
Q80WJ1	Mus musculus	Metazoa	673	False
Q9FFA7	Arabidopsis thaliana	Plants	368	False
Q6UJY2	Mus musculus	Metazoa	1175	False
Q8W489	Arabidopsis thaliana	Plants	865	False
Q5JTH9	Homo sapiens	Metazoa	1297	False
Q9CQQ7	Mus musculus	Metazoa	256	False
P58234	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	144	False
Q12524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	340	False
P37107	Arabidopsis thaliana	Plants	564	False
P46736	Homo sapiens	Metazoa	316	False
P38781	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	883	False
O94874	Homo sapiens	Metazoa	794	False
O55102	Mus musculus	Metazoa	125	False
Q9UH77	Homo sapiens	Metazoa	587	False
P33448	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	61	True
P60323	Homo sapiens	Metazoa	173	False
Q9LF68	Arabidopsis thaliana	Plants	177	False
Q2MH31	Mus musculus	Metazoa	260	False
Q9NWS8	Homo sapiens	Metazoa	449	False
P47043	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	880	False
O74386	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	248	False
Q9VEB4	Drosophila melanogaster	Metazoa	560	False
A0SVK0	Arabidopsis thaliana	Plants	291	False
P48995	Homo sapiens	Metazoa	793	False
Q5IBH7	Mus musculus	Metazoa	310	False
P21827	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	482	False
Q09842	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	407	False
Q2HXU8	Homo sapiens	Metazoa	276	False
P42925	Mus musculus	Metazoa	194	True
P26434	Rattus norvegicus	Metazoa	717	False
Q21502	Caenorhabditis elegans	Metazoa	870	False
P39952	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	402	False
Q3E756	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	94	False
Q9SFB0	Arabidopsis thaliana	Plants	526	True
Q9ESC8	Mus musculus	Metazoa	1160	False
Q92619	Homo sapiens	Metazoa	1136	False
Q7RXU7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	396	False
O13855	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	455	False
Q12904	Homo sapiens	Metazoa	312	False
Q9P2H5	Homo sapiens	Metazoa	1018	False
Q39057	Arabidopsis thaliana	Plants	373	False
Q9VJV8	Drosophila melanogaster	Metazoa	361	False
Q94A03	Arabidopsis thaliana	Plants	391	False
P12956	Homo sapiens	Metazoa	609	False
P82913	Bos taurus	Metazoa	256	False
Q7Y220	Arabidopsis thaliana	Plants	649	False
Q02204	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	264	False
Q9LKX9	Zea mays	Plants	867	False
Q02969	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394	False
O94225	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	474	False
Q63836	Mus musculus	Metazoa	472	False
Q5SWZ9	Mus musculus	Metazoa	221	True
P09925	Mus musculus	Metazoa	306	True
Q8IYL3	Homo sapiens	Metazoa	243	False
Q5VRD7	Oryza sativa subsp. japonica	Plants	53	True
P43449	Gallus gallus	Metazoa	395	False
Q14432	Homo sapiens	Metazoa	1141	True
Q5T890	Homo sapiens	Metazoa	1550	False
Q12789	Homo sapiens	Metazoa	2109	False
Q9P7E0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	79	True
Q9QXN0	Mus musculus	Metazoa	1986	False
P38265	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	245	False
Q07980	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	695	False
P12383	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1068	False
P70372	Mus musculus	Metazoa	326	False
P53913	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	173	False
P0DN34	Mus musculus	Metazoa	57	True
Q08444	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	459	False
Q94131	Caenorhabditis elegans	Metazoa	335	False
F4JVI3	Arabidopsis thaliana	Plants	493	False
P34160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	861	False
Q23544	Caenorhabditis elegans	Metazoa	508	True
P40084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	226	False
Q05498	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189	False
Q3U2U7	Mus musculus	Metazoa	461	False
Q8N9M5	Homo sapiens	Metazoa	508	False
Q9HD23	Homo sapiens	Metazoa	443	False
O15304	Homo sapiens	Metazoa	175	False
Q00757	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	916	False
P25573	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417	True
C4QM85	Schistosoma mansoni	Metazoa	419	True
Q05648	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414	False
P50479	Homo sapiens	Metazoa	330	False
A4IFH6	Bos taurus	Metazoa	52	True
Q9NPG3	Homo sapiens	Metazoa	1134	False
Q12032	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	185	False
O00257	Homo sapiens	Metazoa	560	False
Q80U87	Mus musculus	Metazoa	1080	False
Q9V6L9	Drosophila melanogaster	Metazoa	255	False
Q09275	Caenorhabditis elegans	Metazoa	382	False
Q00361	Bos taurus	Metazoa	71	False
Q1K5G1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	320	False
P33307	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	960	False
O13895	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	377	False
Q9USV1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299	False
Q5NCQ5	Mus musculus	Metazoa	438	False
A2ARP9	Mus musculus	Metazoa	588	False
P40757	Aquarana catesbeiana	Metazoa	484	False
A0A509AQJ1	Plasmodium berghei (strain Anka)	Other	1340	False
Q6FN94	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138)	Fungi	499	False
P53331	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	553	False
Q9Y4Z0	Homo sapiens	Metazoa	139	False
Q96HE9	Homo sapiens	Metazoa	360	False
P50440	Homo sapiens	Metazoa	423	False
Q9UPV0	Homo sapiens	Metazoa	1460	False
Q9JIX9	Mus musculus	Metazoa	511	False
P93758	Arabidopsis thaliana	Plants	274	False
Q12366	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	352	False
Q9BWN1	Homo sapiens	Metazoa	585	False
O94279	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	172	False
Q12884	Homo sapiens	Metazoa	760	False
O95376	Homo sapiens	Metazoa	493	False
D3U717	Petunia hybrida	Plants	434	False
Q9USU8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	551	False
P78508	Homo sapiens	Metazoa	379	False
Q95749	Arabidopsis thaliana	Plants	556	False
Q9Y7Y6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	291	False
Q15650	Homo sapiens	Metazoa	581	False
Q9BRD0	Homo sapiens	Metazoa	619	False
Q6K9U2	Oryza sativa subsp. japonica	Plants	279	False
O94238	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	134	False
Q9GRZ3	Caenorhabditis elegans	Metazoa	1641	False
Q02950	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	344	False
P26370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	528	False
O35387	Mus musculus	Metazoa	280	False
Q9XVD5	Caenorhabditis elegans	Metazoa	303	False
O77389	Plasmodium falciparum (isolate 3D7)	Other	309	True
Q9VBW9	Drosophila melanogaster	Metazoa	419	False
Q94B35	Arabidopsis thaliana	Plants	466	False
Q90ZF9	Gallus gallus	Metazoa	235	False
Q06324	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	491	False
O22773	Arabidopsis thaliana	Plants	216	False
Q68G58	Mus musculus	Metazoa	516	False
P28324	Homo sapiens	Metazoa	431	False
Q9GZZ9	Homo sapiens	Metazoa	404	False
Q8GXD9	Arabidopsis thaliana	Plants	644	False
A2IDD5	Homo sapiens	Metazoa	438	False
Q558Z2	Dictyostelium discoideum	Other	905	False
Q8TEH3	Homo sapiens	Metazoa	1009	False
O13800	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	230	False
P39995	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	279	False
D3ZXW3	Rattus norvegicus	Metazoa	298	False
P34072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	584	False
Q925F4	Mus musculus	Metazoa	539	False
P53203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	462	False
G5EFY7	Caenorhabditis elegans	Metazoa	295	False
Q7Z713	Homo sapiens	Metazoa	158	False
P25586	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316	False
Q9NUX5	Homo sapiens	Metazoa	634	False
P16658	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	377	False
Q2NL27	Bos taurus	Metazoa	190	False
Q14241	Homo sapiens	Metazoa	772	False
Q58DQ5	Bos taurus	Metazoa	396	False
Q9VSA3	Drosophila melanogaster	Metazoa	419	False
Q6IDA6	Arabidopsis thaliana	Plants	162	False
Q680B9	Arabidopsis thaliana	Plants	528	False
Q9FLL1	Arabidopsis thaliana	Plants	602	False
O70258	Mus musculus	Metazoa	437	False
P0C6T3	Rattus norvegicus	Metazoa	269	False
P32585	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307	False
P29590	Homo sapiens	Metazoa	882	False
Q9CZX7	Mus musculus	Metazoa	257	False
Q3E785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	79	False
P20084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	86	False
P60896	Homo sapiens	Metazoa	70	False
O02751	Bos taurus	Metazoa	592	False
Q12382	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	290	True
P53990	Homo sapiens	Metazoa	364	False
O74458	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1006	False
A0A0A6YY25	Mus musculus	Metazoa	723	False
Q03954	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	165	False
Q924H7	Mus musculus	Metazoa	646	False
Q9NX46	Homo sapiens	Metazoa	363	False
A8MUP2	Homo sapiens	Metazoa	240	False
Q14146	Homo sapiens	Metazoa	1524	False
Q9VMD6	Drosophila melanogaster	Metazoa	659	False
P78917	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	550	False
Q9SL94	Arabidopsis thaliana	Plants	324	False
O74986	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	294	False
B9F1C0	Oryza sativa subsp. japonica	Plants	1709	False
Q99PD6	Rattus norvegicus	Metazoa	461	False
Q8R5A0	Mus musculus	Metazoa	433	False
Q0WVH0	Arabidopsis thaliana	Plants	594	False
O75832	Homo sapiens	Metazoa	226	False
P53881	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	309	False
Q1G3K8	Arabidopsis thaliana	Plants	216	False
O81098	Arabidopsis thaliana	Plants	205	False
Q86V15	Homo sapiens	Metazoa	1759	False
Q91876	Xenopus laevis	Metazoa	720	False
P53991	Chlamydomonas reinhardtii	Plants	354	False
Q8VYD2	Arabidopsis thaliana	Plants	386	False
Q96AB3	Homo sapiens	Metazoa	205	False
Q9UTH0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1162	False
Q9Z2F5	Rattus norvegicus	Metazoa	430	False
Q9FG00	Arabidopsis thaliana	Plants	491	True
P02381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	398	False
Q9NX08	Homo sapiens	Metazoa	183	False
Q9P7J2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	203	False
Q8WV28	Homo sapiens	Metazoa	456	False
Q5AP80	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	785	False
Q9JJK4	Rattus norvegicus	Metazoa	372	True
Q9C0C9	Homo sapiens	Metazoa	1292	False
A2AKX3	Mus musculus	Metazoa	2646	False
P29083	Homo sapiens	Metazoa	439	False
Q3MIT2	Homo sapiens	Metazoa	529	False
Q9P0U1	Homo sapiens	Metazoa	55	True
Q9BZJ7	Homo sapiens	Metazoa	368	False
O94701	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	272	False
Q8TE02	Homo sapiens	Metazoa	300	False
Q8BK30	Mus musculus	Metazoa	104	False
E9P8D2	Saccharomyces cerevisiae	Fungi	229	False
Q3UUF8	Mus musculus	Metazoa	508	False
Q0IGK1	Arabidopsis thaliana	Plants	445	False
O60097	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	526	False
Q09228	Caenorhabditis elegans	Metazoa	1129	False
P40057	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	128	False
Q8WUU5	Homo sapiens	Metazoa	269	False
Q99675	Homo sapiens	Metazoa	332	False
Q9Y3C1	Homo sapiens	Metazoa	178	False
P38727	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	235	True
Q5TAQ9	Homo sapiens	Metazoa	597	False
Q96LW7	Homo sapiens	Metazoa	228	False
Q0D2I5	Homo sapiens	Metazoa	559	False
P0DW81	Homo sapiens	Metazoa	44	False
Q07930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	204	False
P31376	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	625	False
Q14249	Homo sapiens	Metazoa	297	False
Q9FXD6	Arabidopsis thaliana	Plants	521	False
Q9LFV6	Arabidopsis thaliana	Plants	1011	False
Q96BN2	Homo sapiens	Metazoa	335	False
Q1MTQ9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	180	False
P22798	Spinacia oleracea	Plants	271	False
Q96PV7	Homo sapiens	Metazoa	902	False
Q07279	Mus musculus	Metazoa	373	False
P41005	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	101	False
Q60674	Mus musculus	Metazoa	576	False
Q9Y4E1	Homo sapiens	Metazoa	1341	False
Q9S850	Arabidopsis thaliana	Plants	393	False
Q9FFD8	Arabidopsis thaliana	Plants	104	False
P32899	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183	False
Q9QXK9	Mus musculus	Metazoa	374	False
Q94515	Drosophila melanogaster	Metazoa	321	True
Q8IW03	Homo sapiens	Metazoa	269	False
Q06801	Solanum tuberosum	Plants	576	False
Q9P802	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	194	False
P53332	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	305	False
G5EEQ5	Caenorhabditis elegans	Metazoa	367	False
Q6ZWQ0	Mus musculus	Metazoa	6874	False
Q42843	Hordeum vulgare	Plants	527	False
Q9M2N5	Arabidopsis thaliana	Plants	696	False
Q9H1I8	Homo sapiens	Metazoa	757	False
O94761	Homo sapiens	Metazoa	1208	False
Q07794	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	436	False
Q6EKJ0	Homo sapiens	Metazoa	949	False
P41046	Drosophila melanogaster	Metazoa	550	False
Q49B96	Homo sapiens	Metazoa	90	False
P12954	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1174	False
Q9SBK6	Brassica rapa subsp. pekinensis	Plants	392	False
O94538	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	649	False
O82265	Arabidopsis thaliana	Plants	1098	False
Q4KMM3	Mus musculus	Metazoa	866	False
Q8IRW8	Drosophila melanogaster	Metazoa	2431	False
Q13356	Homo sapiens	Metazoa	520	False
Q9H147	Homo sapiens	Metazoa	329	False
O82204	Arabidopsis thaliana	Plants	143	False
Q6T4R5	Homo sapiens	Metazoa	1651	False
P38060	Mus musculus	Metazoa	325	False
Q9S758	Arabidopsis thaliana	Plants	181	False
Q673G8	Danio rerio	Metazoa	837	False
Q14674	Homo sapiens	Metazoa	2120	False
Q7Z695	Homo sapiens	Metazoa	626	False
Q5SFM8	Mus musculus	Metazoa	1060	False
Q9FNB0	Arabidopsis thaliana	Plants	1381	False
Q8C0V1	Mus musculus	Metazoa	768	False
P93788	Solanum tuberosum	Plants	198	False
Q9Y3E7	Homo sapiens	Metazoa	222	False
Q9NXV6	Homo sapiens	Metazoa	580	False
Q07020	Homo sapiens	Metazoa	188	False
Q06152	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	274	False
O01670	Lymnaea stagnalis	Metazoa	578	False
P32904	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	214	False
Q9SGY2	Arabidopsis thaliana	Plants	423	False
O80796	Arabidopsis thaliana	Plants	330	False
Q12046	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	339	False
Q8CJ00	Mus musculus	Metazoa	444	False
Q96KQ7	Homo sapiens	Metazoa	1210	False
P49756	Homo sapiens	Metazoa	843	False
Q9NYH9	Homo sapiens	Metazoa	597	False
Q8BWT5	Mus musculus	Metazoa	1523	False
O14523	Homo sapiens	Metazoa	706	True
A0A2I0BUK1	Plasmodium falciparum (isolate NF54)	Other	893	False
P48558	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	297	True
Q9Y6N9	Homo sapiens	Metazoa	552	False
Q68E01	Homo sapiens	Metazoa	1043	False
P47002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	699	False
Q9D4H9	Mus musculus	Metazoa	941	False
Q03760	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	334	False
Q10574	Caenorhabditis elegans	Metazoa	142	False
P42847	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	217	False
P81900	Drosophila melanogaster	Metazoa	377	False
Q9Y6K5	Homo sapiens	Metazoa	1087	False
A1A519	Homo sapiens	Metazoa	330	False
Q922B6	Mus musculus	Metazoa	594	False
P38827	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1080	False
P52566	Homo sapiens	Metazoa	201	False
P21138	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	233	False
Q8C551	Mus musculus	Metazoa	337	False
O43521	Homo sapiens	Metazoa	198	False
Q15562	Homo sapiens	Metazoa	447	False
Q12018	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	815	False
Q1MTR4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	424	False
O75592	Homo sapiens	Metazoa	4678	False
Q12955	Homo sapiens	Metazoa	4377	False
P49443	Mus musculus	Metazoa	382	False
P09798	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	840	False
Q8N371	Homo sapiens	Metazoa	416	False
Q969F2	Homo sapiens	Metazoa	451	False
Q03702	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353	False
Q9BZL6	Homo sapiens	Metazoa	878	False
